evnum  e_px   e_py   e_pz  piPlus_px  piPlus_py  piPlus_pz  piMinus_px  piMinus_py  piMinus_pz  x     y     Q2    W     Mmiss  Zpair   Mh     gamma  epsilon  dp_A   dp_C  dp_W  s_Harut  s_PRL  s_Fiducial
5382   -0.31  -1.60  3.88  0.39       0.12       1.10       -0.26       -0.11       0.56        0.58  0.60  6.96  2.43  1.47   0.29    0.74   0.41   0.64     0.24   0.39  0.15  0        0      1
5401   0.61   1.17   4.40  -0.09      0.05       0.80       0.01        -0.34       0.74        0.37  0.57  4.12  2.83  2.30   0.27    0.49   0.34   0.70     0.73   0.38  0.45  0        0      1
5486   -0.04  -0.81  2.53  -0.25      -0.14      0.74       0.21        0.75        2.62        0.18  0.75  2.68  3.62  2.51   0.44    0.94   0.21   0.45     1.60   0.46  1.10  0        0      1
5504   -1.01  -0.19  6.29  0.08       0.25       1.14       -0.04       -0.25       0.62        0.22  0.40  1.76  2.66  1.86   0.44    0.60   0.31   0.87     4.89   0.30  2.20  0        0      1
5510   -0.30  0.98   4.70  0.08       -0.25      0.72       0.44        -0.03       0.77        0.21  0.55  2.33  3.07  2.35   0.29    0.49   0.26   0.74     2.43   0.38  1.46  0        0      0
5590   0.57   -0.69  4.94  -0.97      0.50       2.77       0.30        0.39        0.76        0.16  0.53  1.70  3.11  1.51   0.70    1.21   0.23   0.76     4.72   0.38  2.76  0        0      1
5797   -1.36  0.11   4.93  0.03       -0.58      1.50       0.24        0.32        0.76        0.38  0.52  3.94  2.69  1.62   0.45    0.97   0.36   0.76     0.83   0.36  0.47  0        0      1
5846   1.01   -0.05  5.90  -0.14      0.20       0.76       0.12        -0.33       0.68        0.21  0.44  1.83  2.78  2.01   0.34    0.66   0.29   0.84     4.37   0.33  2.15  0        0      1
5903   -0.33  0.77   3.97  -0.40      0.15       2.30       0.50        -0.46       0.96        0.15  0.62  1.86  3.36  2.00   0.54    1.31   0.21   0.66     3.64   0.42  2.40  0        0      0
5965   -0.25  -0.56  2.26  -0.10      0.92       5.22       0.26        0.32        0.95        0.11  0.78  1.74  3.83  1.71   0.77    0.82   0.16   0.41     3.77   0.47  2.59  0        0      1
5965   -0.25  -0.56  2.26  0.33       0.30       0.62       0.26        0.32        0.95        0.11  0.78  1.74  3.83  2.91   0.22    0.35   0.16   0.41     3.77   0.47  2.59  0        0      1
5966   0.60   -0.01  1.66  0.16       0.19       1.92       0.06        -1.01       2.46        0.13  0.83  2.20  3.91  2.13   0.52    1.15   0.17   0.31     2.29   0.48  1.48  0        0      1
6092   0.80   -0.08  3.29  -0.36      -0.04      2.38       0.09        0.39        0.80        0.15  0.68  2.05  3.52  2.44   0.46    0.84   0.20   0.57     2.85   0.44  1.96  0        0      1
6092   0.80   -0.08  3.29  -0.38      -0.40      2.10       0.09        0.39        0.80        0.15  0.68  2.05  3.52  2.44   0.43    1.01   0.20   0.57     2.85   0.44  1.96  0        0      1
6231   0.41   0.06   1.11  0.10       0.23       0.52       -0.53       -0.07       1.32        0.09  0.89  1.57  4.12  3.28   0.22    0.72   0.13   0.21     4.42   0.49  2.53  0        0      1
6253   0.54   -0.62  1.18  -0.23      0.28       2.99       -0.44       0.33        1.54        0.32  0.86  5.49  3.55  2.39   0.51    0.58   0.26   0.24     0.36   0.48  0.21  0        0      1
6281   -0.69  -0.87  5.60  0.31       0.44       1.84       0.29        -0.13       0.58        0.25  0.46  2.31  2.79  1.87   0.53    0.66   0.31   0.82     2.64   0.34  1.37  0        0      1
6286   -0.56  0.75   6.29  0.23       0.22       0.49       -0.11       -0.35       0.46        0.18  0.40  1.47  2.72  1.99   0.28    0.72   0.29   0.87     7.12   0.31  3.22  0        0      0
6294   0.78   -0.07  3.60  -0.52      0.51       1.01       -0.07       -0.35       0.41        0.14  0.65  1.77  3.48  2.31   0.26    0.95   0.19   0.61     3.92   0.43  2.66  0        0      0
6344   -0.81  0.03   1.38  0.25       -0.11      2.07       0.42        -0.05       0.60        0.28  0.85  4.66  3.62  2.72   0.32    0.68   0.24   0.27     0.50   0.48  0.30  0        0      1
6344   -0.81  0.03   1.38  0.17       -0.29      1.61       0.42        -0.05       0.60        0.28  0.85  4.66  3.62  2.75   0.27    0.64   0.24   0.27     0.50   0.48  0.30  0        0      1
6366   -1.53  0.12   6.17  0.13       0.11       0.89       0.23        -0.36       0.60        0.50  0.40  3.99  2.21  1.52   0.39    0.61   0.47   0.86     0.86   0.29  0.38  0        0      1
6432   0.81   0.28   4.11  -0.26      -0.21      2.31       -0.36       -0.28       0.97        0.15  0.60  1.85  3.32  2.24   0.53    0.55   0.21   0.67     3.70   0.41  2.40  0        0      0
6432   0.81   0.28   4.11  -0.26      -0.21      2.31       0.17        0.38        0.72        0.15  0.60  1.85  3.32  2.15   0.50    0.95   0.21   0.67     3.70   0.41  2.40  0        0      0
6441   -0.61  0.22   1.50  -0.22      0.23       0.79       0.25        0.02        0.36        0.17  0.85  2.80  3.86  3.16   0.15    0.60   0.19   0.28     1.40   0.48  0.88  0        0      1
6441   -0.61  0.22   1.50  -0.06      -0.38      0.51       0.25        0.02        0.36        0.17  0.85  2.80  3.86  3.07   0.12    0.56   0.19   0.28     1.40   0.48  0.88  0        0      1
6476   0.33   0.76   3.14  -0.02      -0.66      3.26       -0.72       -0.30       1.56        0.16  0.69  2.27  3.52  1.77   0.69    1.05   0.20   0.55     2.31   0.44  1.59  1        1      1
6497   -0.41  1.18   5.53  0.01       -0.38      2.35       -0.33       -0.35       1.00        0.32  0.47  2.94  2.68  1.39   0.71    0.64   0.35   0.81     1.59   0.34  0.83  0        0      1
6543   0.75   -1.05  6.00  -0.06      0.36       0.80       -0.24       0.29        1.03        0.35  0.42  2.90  2.52  1.89   0.45    0.34   0.38   0.85     1.69   0.31  0.80  0        0      1
6574   -0.05  -0.74  2.92  0.42       0.56       2.85       -0.10       0.44        0.46        0.14  0.72  1.94  3.63  2.25   0.47    0.94   0.18   0.51     3.12   0.45  2.17  0        0      0
6582   -0.38  0.27   0.36  -0.24      0.52       1.81       -0.12       -0.51       0.89        0.26  0.94  4.82  3.85  2.56   0.29    1.13   0.22   0.09     0.46   0.49  0.18  0        0      1
6647   0.15   -0.42  0.61  0.33       0.28       2.30       0.45        -0.54       2.51        0.17  0.93  3.07  4.04  2.41   0.50    0.86   0.18   0.13     1.14   0.49  0.53  0        0      1
6786   0.62   0.26   2.13  -0.17      0.06       1.09       -0.01       0.51        1.18        0.14  0.79  2.19  3.79  2.87   0.29    0.54   0.18   0.39     2.36   0.47  1.60  0        0      1
6786   0.62   0.26   2.13  0.33       -0.22      0.92       -0.01       0.51        1.18        0.14  0.79  2.19  3.79  2.69   0.28    0.84   0.18   0.39     2.36   0.47  1.60  0        0      1
6786   0.62   0.26   2.13  -0.21      -0.38      0.70       -0.01       0.51        1.18        0.14  0.79  2.19  3.79  2.78   0.25    0.97   0.18   0.39     2.36   0.47  1.60  0        0      1
6791   -1.03  1.19   6.14  0.09       -0.34      0.97       0.35        -0.75       1.60        0.53  0.40  4.23  2.16  1.26   0.67    0.35   0.48   0.86     0.76   0.29  0.34  0        0      1
6816   0.83   0.46   3.47  -0.27      -0.00      1.87       -0.71       -0.05       1.31        0.20  0.66  2.67  3.37  2.21   0.48    0.66   0.23   0.59     1.69   0.43  1.14  0        0      0
6832   0.37   -0.32  0.91  -0.53      -0.10      3.55       -0.14       0.44        0.98        0.15  0.90  2.65  4.02  2.67   0.49    0.93   0.17   0.18     1.55   0.49  0.83  0        0      1
6841   0.69   -0.94  5.42  0.48       -0.02      1.99       -0.39       -0.07       0.83        0.28  0.48  2.62  2.79  1.36   0.59    0.96   0.32   0.80     2.00   0.35  1.07  0        0      1
6916   0.62   0.16   3.41  -0.25      -0.19      0.62       0.33        -0.06       0.40        0.09  0.67  1.25  3.61  2.83   0.18    0.67   0.16   0.58     7.78   0.44  5.36  0        0      0
7008   -0.50  0.02   1.29  -0.56      -0.07      4.02       0.96        0.00        3.45        0.12  0.87  2.02  4.02  1.70   0.83    1.58   0.15   0.25     2.70   0.49  1.62  0        0      0
7240   -0.87  -1.01  5.73  0.05       0.55       0.75       0.55        0.17        1.22        0.36  0.45  3.22  2.55  1.65   0.49    0.72   0.38   0.83     1.33   0.32  0.66  0        0      1
7251   -0.49  -0.24  0.80  -0.19      0.34       1.15       -0.05       -0.48       0.66        0.20  0.91  3.53  3.93  2.85   0.21    0.92   0.19   0.16     0.87   0.49  0.44  0        0      0
7251   -0.49  -0.24  0.80  0.19       -0.07      1.14       -0.05       -0.48       0.66        0.20  0.91  3.53  3.93  2.97   0.21    0.64   0.19   0.16     0.87   0.49  0.44  0        0      1
7369   -1.25  -0.34  3.88  0.31       0.03       0.51       0.50        0.29        2.03        0.36  0.61  4.46  2.94  2.15   0.42    0.49   0.32   0.64     0.61   0.40  0.39  0        0      1
7374   -0.78  0.86   5.72  0.20       0.42       0.75       -0.27       -0.31       1.14        0.28  0.45  2.47  2.71  1.52   0.44    0.93   0.33   0.83     2.32   0.33  1.17  0        0      0
7411   0.10   0.99   2.79  0.31       -0.34      0.64       0.18        -0.29       0.44        0.25  0.72  3.63  3.41  2.49   0.18    0.29   0.25   0.50     0.88   0.45  0.60  0        0      1
7411   0.10   0.99   2.79  0.15       0.06       0.65       0.18        -0.29       0.44        0.25  0.72  3.63  3.41  2.77   0.16    0.48   0.25   0.50     0.88   0.45  0.60  0        0      1
7414   -0.59  0.65   3.53  0.45       0.58       1.71       0.31        -0.24       0.78        0.18  0.66  2.29  3.41  2.13   0.40    0.82   0.22   0.60     2.32   0.43  1.57  0        0      1
7465   0.97   0.21   5.47  -0.47      0.13       1.83       -0.25       -0.27       0.48        0.20  0.48  1.90  2.91  1.98   0.50    0.69   0.27   0.81     3.92   0.35  2.09  0        0      1
7479   0.46   0.13   1.70  -0.31      -0.40      2.30       -0.39       0.32        2.23        0.08  0.83  1.40  4.01  2.66   0.53    0.78   0.13   0.32     5.74   0.48  3.74  0        0      1
7479   0.46   0.13   1.70  -0.31      -0.40      2.30       0.07        -0.36       0.90        0.08  0.83  1.40  4.01  2.91   0.38    0.54   0.13   0.32     5.74   0.48  3.74  0        0      1
7479   0.46   0.13   1.70  0.36       -0.19      0.66       -0.39       0.32        2.23        0.08  0.83  1.40  4.01  2.90   0.35    1.06   0.13   0.32     5.74   0.48  3.74  0        0      1
7479   0.46   0.13   1.70  0.36       -0.19      0.66       0.07        -0.36       0.90        0.08  0.83  1.40  4.01  3.03   0.20    0.47   0.13   0.32     5.74   0.48  3.74  0        0      1
7500   -0.46  -0.80  2.76  0.35       0.40       5.09       0.16        0.58        1.72        0.22  0.73  3.18  3.48  1.32   0.90    0.81   0.23   0.49     1.14   0.45  0.79  0        0      1
7500   -0.46  -0.80  2.76  0.12       -0.30      0.64       0.16        0.58        1.72        0.22  0.73  3.18  3.48  2.56   0.33    0.90   0.23   0.49     1.14   0.45  0.79  0        0      1
7500   -0.46  -0.80  2.76  -0.12      0.40       0.39       0.16        0.58        1.72        0.22  0.73  3.18  3.48  2.36   0.31    0.65   0.23   0.49     1.14   0.45  0.79  0        0      1
7516   0.97   -0.90  5.37  -0.57      0.17       1.77       -0.40       0.24        0.76        0.36  0.48  3.43  2.64  1.71   0.55    0.43   0.37   0.80     1.14   0.34  0.61  0        0      1
7553   -0.57  -0.72  4.32  0.01       0.30       0.89       0.13        0.51        1.08        0.18  0.58  2.05  3.23  2.42   0.35    0.32   0.23   0.70     3.06   0.40  1.94  0        0      0
7579   0.40   -0.54  1.43  -0.30      -0.33      1.47       -0.05       0.35        0.51        0.19  0.85  3.22  3.82  2.91   0.24    0.84   0.20   0.27     1.05   0.48  0.65  0        0      1
7589   -0.41  -0.24  0.80  -0.56      -0.24      1.09       0.25        -0.25       0.91        0.15  0.91  2.76  4.03  2.84   0.23    0.84   0.17   0.16     1.42   0.49  0.73  0        0      1
7589   -0.41  -0.24  0.80  -0.03      0.05       0.67       0.25        -0.25       0.91        0.15  0.91  2.76  4.03  3.47   0.17    0.46   0.17   0.16     1.42   0.49  0.73  0        0      1
7608   0.95   -0.80  6.50  -0.08      0.49       0.93       -0.19       -0.25       0.58        0.34  0.38  2.51  2.42  1.62   0.44    0.78   0.40   0.88     2.37   0.28  1.00  0        0      0
7620   -0.62  0.57   4.16  0.20       0.26       2.20       0.29        -0.66       2.85        0.15  0.60  1.79  3.32  1.59   0.81    0.92   0.21   0.68     3.98   0.41  2.57  0        0      1
7647   0.41   -0.21  1.07  -0.12      -0.40      1.17       -0.31       -0.61       1.05        0.11  0.89  1.96  4.08  2.64   0.27    0.42   0.15   0.21     2.83   0.49  1.60  0        0      1
7668   1.15   -0.10  5.00  -0.11      0.53       0.92       -0.72       -0.62       1.81        0.27  0.52  2.79  2.89  1.55   0.57    1.27   0.31   0.77     1.70   0.37  0.97  0        0      1
7820   -0.82  -0.01  4.42  -0.13      -0.08      0.81       0.67        -0.02       1.78        0.14  0.58  1.58  3.28  2.35   0.45    0.72   0.21   0.71     5.21   0.40  3.28  0        0      1
7860   0.60   -0.68  2.06  0.28       -0.12      1.20       0.17        0.33        0.65        0.26  0.79  4.08  3.53  2.63   0.24    0.60   0.24   0.38     0.67   0.46  0.45  0        0      1
7976   0.30   0.81   1.51  -0.75      -0.10      3.28       -0.31       -0.19       1.11        0.29  0.84  4.84  3.56  2.16   0.51    0.43   0.25   0.29     0.46   0.47  0.29  0        0      1
7976   0.30   0.81   1.51  0.34       -0.14      1.44       -0.31       -0.19       1.11        0.29  0.84  4.84  3.56  2.78   0.30    0.72   0.25   0.29     0.46   0.47  0.29  0        0      1
8004   -0.47  1.20   6.32  0.01       0.36       1.17       0.35        -0.37       0.77        0.35  0.39  2.77  2.43  1.28   0.52    0.89   0.40   0.87     1.90   0.29  0.84  0        0      1
8004   -0.47  1.20   6.32  -0.05      -0.33      0.55       0.35        -0.37       0.77        0.35  0.39  2.77  2.43  1.78   0.38    0.47   0.40   0.87     1.90   0.29  0.84  0        0      1
8172   -0.69  -0.09  4.24  0.25       -0.15      0.80       0.29        0.32        0.65        0.10  0.60  1.20  3.39  2.66   0.26    0.57   0.17   0.69     8.96   0.41  5.79  0        0      0
8215   1.59   0.06   8.27  -1.29      0.43       2.38       0.02        -0.75       1.49        0.79  0.21  3.23  1.32  0.92   2.02    1.69   0.83   0.96     1.33   0.14  0.30  0        0      1
8258   1.00   0.17   2.61  0.28       -0.32      0.89       -0.29       0.25        0.99        0.28  0.74  4.07  3.39  2.47   0.26    0.86   0.26   0.47     0.69   0.45  0.47  0        0      1
8258   1.00   0.17   2.61  -0.11      -0.10      0.95       -0.29       0.25        0.99        0.28  0.74  4.07  3.39  2.78   0.26    0.48   0.26   0.47     0.69   0.45  0.47  0        0      1
8346   -0.27  -0.52  1.88  -0.13      -0.04      1.53       0.09        0.47        0.85        0.12  0.81  1.88  3.90  3.05   0.29    0.73   0.16   0.35     3.19   0.48  2.12  0        0      1
8407   -0.39  0.66   3.98  0.61       0.42       3.31       0.39        -0.29       1.78        0.13  0.62  1.55  3.41  1.29   0.80    0.76   0.19   0.66     5.25   0.42  3.47  1        0      1
8451   -0.14  -0.51  2.71  -0.39      -0.00      0.45       0.41        0.25        0.92        0.07  0.74  1.10  3.81  2.84   0.21    0.90   0.13   0.48     9.72   0.46  6.81  0        0      0
8477   -0.38  -0.98  6.09  0.38       0.60       1.77       -0.21       -0.56       0.94        0.23  0.42  1.92  2.70  1.11   0.69    1.35   0.31   0.86     4.01   0.32  1.89  0        0      1
8531   0.54   -0.34  2.44  0.16       -0.08      1.76       -0.49       0.14        1.23        0.11  0.76  1.74  3.78  2.83   0.38    0.79   0.16   0.44     3.78   0.47  2.62  0        0      0
8535   -0.49  0.76   4.28  -0.08      0.21       0.45       0.39        -0.95       2.13        0.17  0.59  1.99  3.25  2.07   0.46    1.02   0.23   0.69     3.23   0.40  2.06  0        0      1
8535   -0.49  0.76   4.28  -0.08      0.21       0.45       -0.01       0.22        0.24        0.17  0.59  1.99  3.25  2.48   0.14    0.31   0.23   0.69     3.23   0.40  2.06  0        0      1
8561   -0.73  1.22   5.56  0.01       0.32       0.75       -0.08       -0.33       0.85        0.42  0.46  3.82  2.49  1.55   0.36    0.71   0.40   0.81     0.92   0.33  0.47  0        0      1
8801   0.50   0.08   1.51  0.03       0.22       1.35       -0.33       0.37        1.84        0.10  0.85  1.76  4.00  3.01   0.36    0.43   0.15   0.28     3.59   0.48  2.26  0        0      1
8910   0.22   0.94   4.72  -0.16      -0.55      0.82       -0.35       0.07        0.63        0.19  0.55  2.07  3.11  2.19   0.30    0.68   0.25   0.74     3.10   0.38  1.86  0        0      1
8910   0.22   0.94   4.72  0.11       -0.27      0.58       -0.35       0.07        0.63        0.19  0.55  2.07  3.11  2.44   0.24    0.63   0.25   0.74     3.10   0.38  1.86  0        0      1
